rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Web,CADENA INFORM.ASOCIAC.CIVIL,WWW.REDACCIONROSARIO.COM.AR,Santa Fe,ROSARIO,100000.00,,,100000.00
Web,QUESQUEN RODRIGUEZ JUAN CARLOS,WWW.REVISTAELTRANVIA.COM.AR,Buenos Aires,LA PLATA,100000.00,,40000.00,60000.00
Web,RUBIO MONICA ESTER,WWW.BARRIADA.COM.AR,Capital Federal,CAPITAL FEDERAL,99999.99,,,99999.99
Radio FM,FERNANDEZ DANIEL ALDO,FM 91.3 RADIO LA RED,Buenos Aires,MIRAMAR,99844.00,,,99844.00
Web,TRESLINEAS S.A.,WWW.TRESLINEAS.COM.AR,Capital Federal,CAPITAL FEDERAL,99750.00,,,99750.00
Web,KUNZ FREDY EDWIN,WWW.CATAMARCACTUAL.COM.AR,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,99450.00,,,99450.00
Radio AM,XHARDEZ Y COZZI S.R.L.,AM 640 LU18 RADIO EL VALLE,Rio Negro,GENERAL ROCA,99200.00,,,99200.00
Grafica,WILDAU PABLO HERIBERTO,REVISTA LA VOZ DE COLEGIALES,Capital Federal,CAPITAL FEDERAL,99000.00,,33000.00,66000.00
Web,BARATTUCCI DIEGO HERNAN,WWW.DONADOHOLMBERG.COM.AR,Capital Federal,CAPITAL FEDERAL,99000.00,,,99000.00
Web,BARATTUCCI LEANDRO ARIEL,WWW.VILLADELPARQUEINFO.COM.AR,Buenos Aires,CAPITAL FEDERAL,99000.00,,,99000.00
Web,BENITEZ FEDERICO EDUARDO,WWW.FBPRODUCCIONES.COM.AR,Capital Federal,CAPITAL FEDERAL,99000.00,,,99000.00
Web,MARTIN NICOLE,WWW.REVISTACOLIBRI.COM.AR,Capital Federal,CAPITAL FEDERAL,99000.00,,,99000.00
Web,RUBIN JUAN JEREMIAS,WWW.CHACANEWS.COM.AR,Capital Federal,CAPITAL FEDERAL,99000.00,,,99000.00
Web,GIGA COMUNICACIONES LUJAN S.A.,WWW.ELCIVISMO.COM.AR,Buenos Aires,LUJAN,98934.33,,48841.00,50093.33
Radio FM,DOMINGUEZ FERNANDO PORFIRIO,FM 98.3 TORO,Formosa,CLORINDA,98700.00,,34200.00,64500.00
Radio FM,GOMEZ ESTER,FM 97.5 RADIO GENESIS,Formosa,MAYOR VILLAFA乍,98700.00,,34200.00,64500.00
Radio FM,PONCE DE LEON EVA CONCEPCION,FM 91.5 RADIO MACARENA,Formosa,FORMOSA,98700.00,,34200.00,64500.00
Web,BUSTAMANTE MARTIN SEBASTIAN,WWW.ABRANPASORADIO.COM.AR,Capital Federal,CAPITAL FEDERAL,98700.00,,,98700.00
Web,ASOC. CIVIL MEDIOS VECINALES,WWW.AMVCAPITAL FEDERAL.COM.AR,Capital Federal,CAPITAL FEDERAL,98333.33,,,98333.33
Radio FM,MARTINEZ ALFREDO EDGARDO,FM 90.5 NVR LA RADIO,Buenos Aires,NAVARRO,98224.50,,,98224.50
TV Cable,SAN FRANCISCO CABLE COLOR S.A.,CANAL 15,San Luis,SAN FRANCISCO DEL MONTE DE ORO,98106.80,98106.80,,
Web,GATICA WALTER MARIO,www.radioregional.com,Mendoza,GENERAL SAN MARTIN,98010.00,,,98010.00
Web,ASOC.CIVIL COM. LA REVUELTA,LADRANSANCHOWEB.COM.AR,Buenos Aires,LUJAN,98000.00,,40000.00,58000.00
Web,GABIRONDO JULIETA CONSTANZA,WWW.REVELADAS.COM.AR,Santa Fe,ROSARIO,98000.00,,,98000.00
Web,MORENO DE CANDIDO FLORENCIA,WWW.BBL.COM.AR,Mendoza,MENDOZA,98000.00,,40000.00,58000.00
Web,VIZZARI HERNAN SANTIAGO,WWW.CHACARITAYCOLEGIALES.COM.AR,Capital Federal,CAPITAL FEDERAL,97999.99,,7000.00,90999.99
Radio FM,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,VICENTE LOPEZ,97680.00,,27360.00,70320.00
Web,GRONE FERNANDO GABRIEL,WWW.NOTIBUENOSAIRES.COM.AR,Capital Federal,CAPITAL FEDERAL,97500.00,,,97500.00
Web,GRUSS CAROLINA,WWW.GRATISENBUENOSAIRES.COM,Capital Federal,CAPITAL FEDERAL,97500.00,,,97500.00
Web,KAUL DIEGO HERNAN,www.nuestrobarrioweb.com.ar,Capital Federal,CAPITAL FEDERAL,97500.00,,,97500.00
Web,MITIDIERI MARIA CECILIA,www.notiargentina.com.ar,Capital Federal,CAPITAL FEDERAL,97500.00,,,97500.00
Web,SZUCHMAN FELIX EMANUEL,WWW.FMTRANCE.COM,Capital Federal,CAPITAL FEDERAL,97500.00,,,97500.00
Web,LOPEZ ALEXANDRA ELIZABETH,WWW.SESIONAR.COM.AR,Capital Federal,CAPITAL FEDERAL,97000.00,,,97000.00
Radio FM,DIARIOS BONAERENSES S.A.,FM 97.9 LA COSTA,Buenos Aires,NECOCHEA,96975.45,,,96975.45
Web,DAVIS CARLOS OSVALDO,WWW.LA-FLORESTA.COM.AR,Capital Federal,CAPITAL FEDERAL,96900.00,,,96900.00
Web,ACCION DINAMICA DIGITAL S.A.,WWW.INFOESCOBAR.COM,Capital Federal,CAPITAL FEDERAL,96800.00,,,96800.00
Web,ACCION DINAMICA DIGITAL S.A.,WWW.INFOLAPRIDA.COM,Capital Federal,CAPITAL FEDERAL,96800.00,,,96800.00
Web,ACCION DINAMICA DIGITAL S.A.,WWW.INFONECOCHEA.COM,Capital Federal,CAPITAL FEDERAL,96800.00,,,96800.00
Web,CONCEPTO SPORT PRODUCCIONES S.,WWW.INFOSUSTENTABLE.COM,Capital Federal,CAPITAL FEDERAL,96800.00,,48400.00,48400.00
Radio FM,MELIK MATTAR ROBERTO CARLOS,FM 100.5 MORENA,Catamarca,SANTA MARIA,96600.00,,34200.00,62400.00
Web,GOTHELF FABIO ARIEL,WWW.MIBELGRANO.COM.AR,Capital Federal,CAPITAL FEDERAL,96600.00,,,96600.00
Web,RUBIN PABLO ERNESTO,WWW.PALERMONLINE.COM.AR,Capital Federal,CAPITAL FEDERAL,96500.00,,,96500.00
Web,NORO CARLOS EDUARDO,WWW.WYWH.COM.AR,Capital Federal,CAPITAL FEDERAL,96396.00,,,96396.00
Web,SALVADOR RUBEN MARCELO,LAMASMEDULA.COM.AR,Capital Federal,CAPITAL FEDERAL,96396.00,,,96396.00
Web,LA OPINION SEMANARIO S.R.L.,WWW.LAOPINIONSEMANARIO.COM.AR,Buenos Aires,SAN PEDRO,96390.00,,26775.00,69615.00
Radio FM,NAVARRO JOEL EZEQUIEL,FM 88.9 FANTASIA,Mendoza,MAIPU,96300.00,,29500.00,66800.00
Web,BRANA JUAN MANUEL,AMBA.COM.AR,Capital Federal,CAPITAL FEDERAL,96300.00,,,96300.00
Web,LAURETTI JULIANA,WWW.CADENA105.COM,Santa Fe,CHA丕R LADEADO,96199.98,,48099.99,48099.99
Radio FM,EDITORIAL CAPAYAN S.A.,FM 98.5 ANCASTI,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,96115.62,,15051.12,81064.50
Web,JIMENEZ RAMIRO HERNAN,WWW.ELTINTERODESALTA.COM,Salta,SALTA,96000.00,,60000.00,36000.00
Grafica,GIGA COMUNICACIONES LUJAN S.A.,SEMANARIO EL CIVISMO,Buenos Aires,LUJAN,95995.11,,23998.78,71996.33
Web,AMPUERO IVANA DANIELA,WWW.BELGRANONEWS.COM.AR,Capital Federal,CAPITAL FEDERAL,95666.67,,,95666.67
Web,MARCOGLIESE RODRIGO FERNANDO,WWW.GACETADEVERSAILLES.COM.AR,Capital Federal,CAPITAL FEDERAL,95666.67,,,95666.67
Web,RGI S.A.S.,WWW.COMEX-ONLINE.COM.AR,Capital Federal,CAPITAL FEDERAL,95582.50,,,95582.50
Web,MORENA JUAN MANUEL,WWW.MUNDOGREMIAL.COM,Buenos Aires,LA PLATA,95550.00,,,95550.00
Radio FM,MULTIMEDIOS CANNING S.R.L.,FM 88.7 EXTREMO,Buenos Aires,MONTE GRANDE,95022.75,,,95022.75
Grafica,SENTIDOS S.A.,DIARIO CHILECITO,La Rioja,CHILECITO,95021.30,,95021.30,
Radio FM,KARAMOSCHON DELCIA VIVIANA,FM 92.3 ROLDAN FM 92,Santa Fe,ROLDAN,95016.00,,26778.00,68238.00
Web,CAMPILLO MARCELINO DANIEL,WWW.RAMALLOCIUDAD.COM.AR,Buenos Aires,LA PLATA,94675.00,,39025.00,55650.00
Web,ASOC DE COREOGRAFOS BAILARINES,WWW.COBAI.ORG,Santa Fe,SANTA FE,94666.67,,,94666.67
TV Cable,SENTIDOS S.A.,CANAL SOMOS,Rio Negro,RIO NEGRO,94525.20,,,94525.20
TV Cable,SENTIDOS S.A.,CANAL SOMOS OBERA,Misiones,OBERA,94525.20,,,94525.20
Web,COOPERATIVA PRENSA UNIDA LTDA.,WWW.DIARIOLAPORTADA.COM.AR,Chubut,ESQUEL,94500.00,,,94500.00
Web,VOLKIND ALEJANDRO,WWW.NADIENOSINVITO.COM.AR,Capital Federal,CAPITAL FEDERAL,94500.00,,,94500.00
Web,VIDAL MATIAS MIGUEL,WWW.SALADILLOVIVO.COM.AR,Buenos Aires,SALADILLO,93500.00,,53500.00,40000.00
Web,MAMANI MARIANA FABIOLA,JUJUYDICE.COM.AR,Jujuy,SAN SALVADOR DE JUJUY,93333.34,,46666.67,46666.67
Web,ESTUDIO AMBA S.R.L.,HTTPS://QUINTOPODER.COM.AR,Capital Federal,Varias,92937.08,,92937.08,
Web,PREITI NANCY DORA,WWW.VISIONPORTENA.COM.AR,Capital Federal,CAPITAL FEDERAL,92666.66,,,92666.66
Grafica,COMERC. DE MEDIOS DEL INTER.SA,EL DIARIO DE PARANA,Entre Rios,PARANA,92629.03,,52930.87,39698.16
Radio FM,CEREBRO S.R.L.,FM 93.3 SERRANA,San Luis,SAN LUIS,92565.00,,,92565.00
Web,CIUDADANOS S.R.L.,WWW.RUEDADEPRENSAWEB.COM,Santa Fe,SANTA FE,92302.00,,14574.00,77728.00
Web,CRAVERO HUGO DANIEL,WWW.ELURBANODIGITAL.COM,Santa Fe,SANTA FE,92033.33,,48500.00,43533.33
Web,BUSSIO LINARES DIEGO ANDRES,WWW.HOLACAPITAL FEDERALLLITO.COM.AR,Capital Federal,CAPITAL FEDERAL,92001.01,,,92001.01
Web,ARIAS RUBEN ALBERTO,WWW.YATECUENTO.COM.AR,La Pampa,SANTA ROSA,92000.00,,20000.00,72000.00
Web,SALDIVIA ALAN NICOLAS,WWW.TDFALDIA.COM.AR,Tierra del Fuego,RIO GRANDE,92000.00,,20000.00,72000.00
Radio FM,LINK GABRIEL ALFREDO,FM 90.1 RADIO SUR,Corrientes,PASO DE LOS LIBRES,91850.00,,30780.00,61070.00
Radio FM,EMPRESA PERIODIST. GRAFIS SRL,FM 91.7 CITY,Buenos Aires,CAMPANA,91814.80,,,91814.80
Web,MAGNANO MATIAS SEBASTIAN,WWW.LALUNACONGATILLO.COM,Cordoba,CORDOBA,91733.33,,,91733.33
Web,MEI MARIANA VERONICA,WWW.OTRO-TURISMO.COM.AR,Capital Federal,CAPITAL FEDERAL,91733.33,,,91733.33
Web,FERNANDEZ MARTIN ROBERTO,www.terminaldenoticias.com,Capital Federal,CAPITAL FEDERAL,91566.67,,,91566.67
Web,SONIDO A TINTA S.A.,WWW.DIARIOHOY.NET,Buenos Aires,LA PLATA,91476.00,,91476.00,
Radio FM,TORRES MARIO DANIEL,FM 101.7,Buenos Aires,MAR DEL PLATA,91458.00,,11520.00,79938.00
Radio FM,ARGEN S.A.,FM 100.3 PRINGLES FM,Buenos Aires,CORONEL PRINGLES,91376.00,,,91376.00
Web,CAMPILLO MARCELINO DANIEL,WWW.PERGAMINOCIUDAD.COM.AR,Buenos Aires,LA PLATA,91350.00,,37800.00,53550.00
Web,ABREVAYA DIOS MARIANO,WWW.KRANEAR.COM.AR,Capital Federal,CAPITAL FEDERAL,91000.00,,,91000.00
Web,BRUNO CARMEN ELIZABETH,WWW.BARRIOSVECINALES.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,BRUNO CARMEN ELIZABETH,WWW.NOTICIASALMOMENTO.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,BRUNO CARMEN ELIZABETH,WWW.RADIOTUBARRIOENLAWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,BRUNO JORGE LUIS,WWW.SISTEMAURBANO.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,GREDILLAS ALEJANDRO ADRIAN,WWW.INFORMENORTE.COM.AR,Buenos Aires,SAN ISIDRO,90999.99,,,90999.99
Web,MAGLIONE MAURICIO JAVIER,WWW.RADIOESTACIONNORTE.COM,Buenos Aires,MAR DEL PLATA,90999.99,,,90999.99
Web,MARMOL DAVID ALEJANDRO,WWW.AIRESURBANOS.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,MARMOL DAVID ALEJANDRO,WWW.CIUDADWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,90999.99,,,90999.99
Web,COMERCIAL MEDIOS S.A.,WWW.FMROCKANDPOP.COM,Capital Federal,CAPITAL FEDERAL,90750.00,,,90750.00
Web,COMERCIAL MEDIOS S.A.,WWW.RADIORIVADAVIA.COM.AR,Capital Federal,CAPITAL FEDERAL,90750.00,,,90750.00
Web,SRT SERV R Y TV UNIV N CDBA SA,CBA24N,Cordoba,CORDOBA,90750.00,,,90750.00
Web,LUCERO SERGIO MARIO,WWW.CIUDADRADIO.COM.AR,Mendoza,TUNUYAN,90639.99,,,90639.99
Web,DEVICOM S.A.,WWW.ASTERISCOS.TV,Capital Federal,Varias,90346.67,,,90346.67
Web,VISIONARTE S.R.L.,WWW.MINUTOPOLITICO.COM.AR,Capital Federal,CAPITAL FEDERAL,90346.67,,,90346.67
Web,BRUNO MARIO JOSE,WWW.MEDIOSDECERCANIA.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,BRUNO MARIO JOSE,WWW.NOTICIASENLAWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,BRUNO MARIO JOSE,WWW.NUEVOCICLO.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,MARCOS GERMAN ALFREDO,WWW.RADIOCAFF.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,MARMOL CLAUDIA ALEJANDRA,WWW.BARRIOSPORTE令SWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,MARMOL CLAUDIA ALEJANDRA,WWW.BOEDOWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,90333.33,,,90333.33
Web,COOPERATIVA BAJO EL FRESNO LTD,HTTP://PAUSA.COM.AR,Santa Fe,SANTA FE,90300.00,,,90300.00
Radio FM,SENTIDOS S.A.,FM 95.5 UNIVERSAL,Buenos Aires,BAHIA BLANCA,90278.76,,,90278.76
Radio FM,ALONSO JOSE LUIS,FM 89.3 CENTRO,Buenos Aires,NAVARRO,90013.00,,,90013.00
Grafica,CRUZ LUIS,REVISTA URBANAVE,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,ASOC. DE RADIODIF. BONAERENSES,WWW.NOTICIANACIONAL.COM.AR,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,BASSO CARLOS HUGO,WWW.LATRIBUNADELSUR.COM,Santa Fe,RUFINO,90000.00,,45000.00,45000.00
Web,BRUNO CHRISTIAN GABRIEL,WWW.VIVIRENBUENOSAIRES.COM.AR,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,ESTEBAN JONATAN CRISTIAN JESUS,WWW.RADIOZONICA.COM.AR,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,FUNDACION METROPOLITANA,WWW.LANOTICIAONLINE.COM,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,ISAURRALDE MARINA BETIANA,WWW.NOTICIERODIARIO.COM.AR,Buenos Aires,DOLORES,90000.00,,38000.00,52000.00
Web,MARTINEZ MARIA JESICA,WWW.ELPOST.COM.AR,Capital Federal,CAPITAL FEDERAL,90000.00,,,90000.00
Web,RODRIGUEZ ROCHA MARTIN,WWW.4SEMANAS.COM,Buenos Aires,BUENOS AIRES,90000.00,,38000.00,52000.00
Web,RUTT ANDREA WALQUIRIA,www.elpelotazoenlared.com.ar,Entre Rios,PARANA,90000.00,,,90000.00
Web,SCORSETTI ABELARDO ALFREDO,WWW.JUNINDIGITAL.COM,Buenos Aires,JUNIN,90000.00,,38000.00,52000.00
Web,SCORSETTI PABLO,WWW.CUARTOPOLITICO.COM,Buenos Aires,LA PLATA,90000.00,,38000.00,52000.00
Web,ALLO CARLOS MARCELO,WWW.DIARIO5.COM.AR,Capital Federal,CAPITAL FEDERAL,89900.00,,,89900.00
Radio FM,FUNDACION CEFERINO NAMUNCURA,FM 89.7 RADIO LA NAMUNKURA,Chubut,PUERTO MADRYN,89828.00,,30180.00,59648.00
Web,QUADROS EMPRESA INTERMEDIADORA,WWW.CYNTHIAGARCIA.COM.AR,Buenos Aires,GONNET,89780.60,,,89780.60
Radio FM,PULEO MARTIN IGNACIO,FM 102.9 RADIO NOBA,Buenos Aires,SAN NICOLAS,89396.01,,,89396.01
TV Cable,NIEVA HECTOR DANIEL,CANAL 8,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,89370.00,,28170.00,61200.00
Web,KOGAN DARIO,WWW.REVISTAMEGATRADE.COM.AR,Capital Federal,CAPITAL FEDERAL,89250.00,,,89250.00
Web,AYALA NATALIA NOEMI,WWW.CONTRAPODERWEB.COM,Corrientes,PASO DE LOS LIBRES,89160.00,,51760.00,37400.00
Web,MACHADO ROMEIRO MARIA ELIZABET,WWW.PERIODISMOENLAWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,MACHADO ROMEIRO MARIA ELIZABET,WWW.PERIODISMOREAL.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,MACHADO ROMEIRO MARIA ELIZABET,WWW.VILLADELPARQUEHOY.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,MARTINEZ MARIA JESICA,WWW.AMEPARGENTINA.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,MARTINEZ MARIA JESICA,WWW.INFOCOMUNAS.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,SCATTURICE ANDREA EVARISTA,WWW.ALTOSDELAWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Web,SOTO RODOLFO,WWW.BUENOSAIRESINCLUSIVA.COM.AR,Capital Federal,CAPITAL FEDERAL,88833.33,,,88833.33
Radio FM,MEDIAMAX S.A.,FM 99.7 MUNICIPAL,Catamarca,RECREO,88807.35,,,88807.35
Radio FM,DOMINGUEZ SEBASTIAN,FM 97.9 RADIO SONAR,La Pampa,SANTA ROSA,88756.00,,30096.00,58660.00
TV Cable,WORLD MANAGEMENT SRL,NAT GEO,Capital Federal,CAPITAL FEDERAL,88688.16,,,88688.16
Radio FM,VEGA CARLOS EUGENIO,FM 102.7 NIQUIXAO,Catamarca,CATAMARCA,88680.00,,30180.00,58500.00
Radio FM,MAGLIONE MAURICIO JAVIER,FM 101.3 RADIO ESTACION NORTE,Buenos Aires,MAR DEL PLATA,88578.00,,29298.00,59280.00
Grafica,DIAZ MARTA DEOLINDA,SEMANARIO AMANECER,Buenos Aires,NAVARRO,88400.00,,17680.00,70720.00
Web,VISIONARTE S.R.L.,WWW.DIARIOOFF.COM,Capital Federal,CAPITAL FEDERAL,88088.00,,,88088.00
Radio FM,ENRIQUEZ ALBERTO AGILIO,FM 102.9 RADIO REENCUENTRO LRV410,Buenos Aires,LOBOS,88080.00,,30780.00,57300.00
Radio FM,MARTINEZ GUILLERMO HORACIO,FM 102.1 RADIO SER LRV396,Buenos Aires,LOBOS,88080.00,,30780.00,57300.00
Web,DEL CORRO MARIANO,TRIBUNAVM.COM.AR,Tucuman,SAN MIGUEL DE TUCUMAN,88000.00,,,88000.00
Radio FM,FM DEL MAR SRL,FM 98.7 RADIO DEL MAR,Chubut,COMODORO RIVADAVIA,87922.50,,,87922.50
Radio FM,GIALLUCA JORGE ALBERTO,FM 100.5 XRADIO,Buenos Aires,SAN CLEMENTE,87858.00,,44658.00,43200.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 97.7 RIVADAVIA,Chubut,PURTO MADRYN,87362.00,,,87362.00
Web,COLECTIVO EDITORIAL CRISIS A.C,WWW.PUROCHAMUYO.COM,Capital Federal,CAPITAL FEDERAL,87360.00,,,87360.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 98.3 AM 990,Rio Negro,GRAL ROCA,87120.00,,,87120.00
Radio FM,COMERCIAL MEDIOS S.A.,FM 98.5 LA 990,Rio Negro,GRAL ROCA,87120.00,,,87120.00
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 100.1 ACQUA,Buenos Aires,VILLA GESELL,87104.81,,87104.81,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 101.1 PLANET MUSIC,Buenos Aires,MAR DEL PLATA,86867.99,,86867.99,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 105.9 AMOR EN EL AIRE,Buenos Aires,MAR DEL PLATA,86867.99,,86867.99,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 90.1 RIVADAVIA,Buenos Aires,MAR DEL PLATA,86867.99,,86867.99,
Web,INGALLINELLA MARIA DE LUJAN,WWW.LAVOZDELLIBERTADOR.COM.AR,Santa Fe,ROSARIO,86800.00,,54800.00,32000.00
Radio FM,ANTENA OCHO S.R.L.,FM 98.1 RADIO ANTENA 8,Tucuman,SAN MIGUEL DE TUCUMAN,86416.93,,11444.40,74972.53
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL 13,Chaco,CASTELLI,86348.63,,,86348.63
Radio FM,FERNANDEZ WALTER GUSTAVO,FM 104.1 RADIO CIUDAD,Buenos Aires,LUJAN,86317.00,,,86317.00
Radio FM,PRODUCTORA BABILONIA SA,FM 96.3 OMEGA,Buenos Aires,ZARATE,86220.05,,86220.05,
Radio FM,SENTIDOS S.A.,FM 97.5 VALE,Entre Rios,CRESPO,86028.10,,,86028.10
Web,BARROS ARIEL EMILIO,WWW.SURBUENOSAIRES.COM.AR,Capital Federal,CAPITAL FEDERAL,86000.00,,,86000.00
Web,BULACIO GARCIA MARIA BELEN,WWW.MILONGA.COM.AR,Capital Federal,CAPITAL FEDERAL,86000.00,,,86000.00
Web,DI PAOLO FEDERICO MARIO,WWW.RADIOATOMIKA.COM.AR,Buenos Aires,SAN MARTIN,86000.00,,,86000.00
Web,ELIAS CINTHIA LORENA,WWW.BUENOSAIRESTEINFORMA.COM.AR,Capital Federal,CAPITAL FEDERAL,86000.00,,,86000.00
Web,ELIAS MIGUEL SUMER,WWW.INTERNETRESPONSABLE.COM,Capital Federal,CAPITAL FEDERAL,86000.00,,,86000.00
Web,FERREYRA NORMA FRANCISCA,WWW.CHACO24NEWS.COM.AR,Chaco,RESISTENCIA,86000.00,,,86000.00
Web,FINK NADIA PAOLA,WWW.MARCHA.ORG.AR,Capital Federal,CAPITAL FEDERAL,86000.00,,,86000.00
Radio FM,SENTIDOS S.A.,FM VALE 104.9,Tucuman,SAN MIGUEL DE TUCUMAN,85865.47,,85865.47,
Radio FM,ABDALA IBA乍Z JUAN MANUEL,FM 95.1 CAFAYATE,Salta,CAFAYATE,85810.00,85810.00,,
Radio FM,PRODUCTORA BABILONIA SA,FM 102.3 LASER MIX,Buenos Aires,TRENQUE LAUQUEN,85713.34,,85713.34,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 91.9 PLANET MUSIC,Buenos Aires,VILLA GESELL,85702.56,,85702.56,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 99.5 PLANET MUSIC,Buenos Aires,PINAMAR,85667.70,,85667.70,
Radio FM,ROJAS FERNANDA ELIZABETH,FM 104.3 RADIO LA ANTORCHA,Cordoba,DESPE丕DEROS,85608.00,,29754.00,55854.00
Radio FM,RADIO VISION S.R.L.,FM 99.5 RADIOVISION,Chubut,COMODORO RIVADAVIA,85502.20,,,85502.20
Radio FM,PRODUCTORA BABILONIA SA,FM 89.5 DEL AIRE,Buenos Aires,LA PLATA,85404.28,,85404.28,
Radio FM,PRODUCTORA BABILONIA SA,FM 90.5 RADIO DEL AIRE,Buenos Aires,NECOCHEA,85180.03,,85180.03,
Radio FM,PRODUCTORA BABILONIA SA,FM 93.3 DEL AIRE,Buenos Aires,SAN CLEMENTE,85180.03,,85180.03,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 107.9 RIVADAVIA,Buenos Aires,TANDIL,85089.84,,85089.84,
Radio FM,RADIODIFUSORA MAS ROCK SRL,FM 96.5 ACQUA,Buenos Aires,PINAMAR,85089.84,,85089.84,
Radio FM,ETEROVICH GABRIEL GUSTAVO,FM 102.9 RADIO ORIGEN ARECO,Buenos Aires,SAN ANTONIO DE ARECO,85063.00,,,85063.00
Web,ARANDA CARLOS GUILLERMO,WWW.POLITICARGENTINA.COM.AR,Capital Federal,CAPITAL FEDERAL,85000.00,,,85000.00
Web,L J K EDITORIAL S.A.,TIEMPO SUR,Santa Cruz,RIO GALLEGOS,84919.25,,,84919.25
Radio FM,SPAGNUOLO JUAN JOSE,FM 96.7 RADIO ESTACION DEL NORTE,Buenos Aires,COLON,84883.20,,,84883.20
Radio FM,PRODUCTORA BABILONIA SA,FM 93.1 RADIO DEL AIRE,Buenos Aires,TANDIL,84852.65,,84852.65,
Web,COM.EDITORIAL GRAFICA ARG.S.A.,WWW.NOTICIASARGENTINAS.COM,Capital Federal,CAPITAL FEDERAL,84700.00,,,84700.00
Web,DEVICOM S.A.,WWW.BANKMAGAZINE.COM.AR,Buenos Aires,CAPITAL FEDERAL,84700.00,,,84700.00
Grafica,GARCIA ANA MARIA,SEMANARIO SINTESIS PORTE丕 EN COMUNA 3 - BALVANERA Y SAN CRISTOBAL,Capital Federal,CAPITAL FEDERAL,84000.00,,,84000.00
Radio FM,FERRE ANIBAL MANUEL,FM 90.9,Buenos Aires,DOLORES,84000.00,,,84000.00
Radio FM,JACQUET MATILLON CLAUDIO GASTO,FM 107.1 RADIO CITY,Jujuy,SAN SALVADOR DE JUJUY,84000.00,,,84000.00
Web,AIRE DIGITAL S.A.S.,WWW.AIREDIGITAL.COM,Santa Fe,SANTA FE,84000.00,,,84000.00
Web,DIARIOS BONAERENSES S.A.,WWW.9DEJULIO.DIARIOTIEMPODIGITAL.COM,Buenos Aires,9 DE julio,84000.00,,42000.00,42000.00
Web,DIARIOS BONAERENSES S.A.,WWW.DIARIO-ELMENSAJERO.COM.AR,Buenos Aires,PINAMAR - GRAL. MADARIAGA - VILLA GESELL,84000.00,,42000.00,42000.00
Web,PERGANEDA ALICIA,WWW.USINACERAMICA.COM,Capital Federal,CAPITAL FEDERAL,84000.00,,33000.00,51000.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS CONCEPCION DEL URUGUAY,Entre Rios,CONCEPCION DEL URUGUAY,83593.82,,,83593.82
Radio FM,GIALLUCA JORGE ALBERTO,FM 101.7 X RADIO,Rio Negro,BARILOCHE,83471.85,,28967.40,54504.45
TV Cable,VIDEOTEL S.R.L.,CANAL 10 VIDEOTEL,Jujuy,JUJUY,83271.62,,,83271.62
Radio FM,CIERES ALFREDO,RADIO SIERRAS,Cordoba,ALTA GRACIA,83054.40,,31145.40,51909.00
