rubro,proveedor,medio,provincia,localidad,total_general,canje,centr,descent
Web,BUSSIO MARINA INES,WWW.CAPITAL FEDERALLLITOTEQUIERO.COM.AR,Capital Federal,CAPITAL FEDERAL,83000.00,,,83000.00
Web,GACETA MERCANTIL S.A.,WWW.GACETAMERCANTIL.COM,Capital Federal,CAPITAL FEDERAL,82908.00,,,82908.00
Radio FM,CADENA MUSIC S.A.,FM 104.1 CADENA MUSIC,Buenos Aires,SAN BERNARDO,82676.88,,,82676.88
Radio FM,MINADEO LUIS DARIO,FM 92.5,Buenos Aires,ROJAS,82460.00,,,82460.00
Radio FM,MEDIAMAX S.A.,FM 101.1 UNIVERSO,Chaco,MACHAGAI,82369.56,,,82369.56
Radio FM,MEDIAMAX S.A.,FM 98.7 LIBERTAD,Chaco,LAS BRE丕S,82369.56,,,82369.56
Radio FM,FIGUEROA SILVIA MABEL,FM 105.5 RADIO MASTER,Rio Negro,CIPOLLATTI,81645.20,,,81645.20
Radio FM,MORA CID SUCRE HERNAN,FM 105 LIBERTAD,Neuquen,NEUQUEN,81408.00,,,81408.00
Radio FM,HUARTE MARIO CESAR,FM 98.9 ARGENTINA,Neuquen,NEUQUEN,81144.00,,,81144.00
Web,SALINAS JUAN JOSE,WWW.PAJAROROJO.COM.AR,Capital Federal,CAPITAL FEDERAL,81126.67,,,81126.67
Radio FM,UNIVERSIDAD NACIONAL  COMAHUE,FM 103.7 RADIO UNIVERSIDAD CALF,Neuquen,NEUQUEN,80864.00,,,80864.00
Web,TRESLINEAS S.A.,www.lineasindical.com.ar,Capital Federal,CAPITAL FEDERAL,80850.00,,,80850.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 103.3 ANTENA CONGA,Santiago del Estero,SANTIAGO DEL ESTERO,80320.00,,27360.00,52960.00
Web,AMPUERO CLAUDIA MABEL,WWW.NOTICIASABASTO.COM.AR,Capital Federal,CAPITAL FEDERAL,80266.67,,,80266.67
Grafica,REVISTA CRISIS ASOCIACION CIVI,REVISTA CRISIS,Capital Federal,CAPITAL FEDERAL,80000.00,,,80000.00
Grafica,ROVNER BRITOS SILVIA SOLANA,PERIODICO LA CHACRITA DE LOS COLEGIALES,Capital Federal,CAPITAL FEDERAL,80000.00,,40000.00,40000.00
Web,BRADFORD HECTOR ANGEL,WWW.LITALIADELPOPOLO.COM,Capital Federal,CAPITAL FEDERAL,80000.00,,,80000.00
Web,FLORES MAURO JULIAN,www.enagenda.com.ar,Buenos Aires,LA PLATA,80000.00,,80000.00,
Web,FUNDACION PRO - BUENOS AIRES,RADIOEMPRESARIA.COM.AR,Capital Federal,CAPITAL FEDERAL,80000.00,,80000.00,
Web,MACIEL ARIEL GUSTAVO,WWW.DIARIOCONURBANO.COM.AR,Buenos Aires,BUENOS AIRES,80000.00,,32000.00,48000.00
Radio AM,COOP.DE TRAB.VOZ E I.DEL SUR L,AM 1430 LT 24,Buenos Aires,SAN NICOLAS,79860.00,,,79860.00
Radio FM,MEDIAMAX S.A.,FM 95.1 LRJ 824 TERRA (LA 100),San Luis,SAN LUIS,79719.74,,,79719.74
TV Cable,DI SPALATRO MIGUEL ANGEL,CANAL 5,Buenos Aires,AZUL,79650.00,,25650.00,54000.00
Web,DEBOLI JORGE ANIBAL,WWW.DIARIOLAVANGUARDIA.COM,Buenos Aires,BALCARCE,79625.00,,31850.00,47775.00
TV Cable,TILISARAO CIRCUITO CERRADO SA,CANAL 12,San Luis,TILISARAO Y NASCHEL,79497.00,79497.00,,
Radio FM,PUBLICIDAD OVIDIO LAGOS S.A.,FM 98.3 LA RED ROSARIO,Santa Fe,ROSARIO,79418.96,79418.96,,
Radio FM,ESTACION PATAGONICA S.A.,FM 102.5 RADIO O,Rio Negro,BARILOCHE,79275.00,,,79275.00
Radio FM,GET UP PRODUCTIONS S.A.,FM 104.5 DEL SOL,Buenos Aires,CARMEN DE ARECO,78771.00,,,78771.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS CORDOBA,Cordoba,CORDOBA,78771.00,,,78771.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS PARANA - ENTRE RIOS,Entre Rios,PARANA,78771.00,,,78771.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS ROSARIO,Santa Fe,ROSARIO,78771.00,,,78771.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS SAN NICOLAS,Buenos Aires,SAN NICOLAS,78771.00,,,78771.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS SANTA FE,Santa Fe,SANTA FE,78771.00,,,78771.00
Web,DIARIOS BONAERENSES S.A.,WWW.ELVEDIENSE.COM.AR,Buenos Aires,VEDIA,78750.00,,31500.00,47250.00
Web,DIARIOS BONAERENSES S.A.,WWW.LAVOZDEBRAGADO.COM.AR,Buenos Aires,BRAGADO,78750.00,,,78750.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 97.7 COMPACTO,Buenos Aires,MAR DEL PLATA,78720.00,,27360.00,51360.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM CONCIERTO,Buenos Aires,MAR DEL PLATA,78720.00,,27360.00,51360.00
Web,DEBOLI JORGE ANIBAL,WWW.LACALLEDEPINTO.COM.AR,Buenos Aires,GENERAL PINTO,78540.00,,32340.00,46200.00
Web,PATRONE GONZALO MARTIN,WWW.PUNTONOTICIAS.COM,Capital Federal,CAPITAL FEDERAL,77916.65,,31166.66,46749.99
Web,EURALIA ARGENTINA S.A.,WWW.NOTICIASMERCEDINAS.COM,Buenos Aires,MERCEDES,77440.00,,,77440.00
Radio FM,VOCACION S.R.L.,FM 89.1 RECORDS,Chubut,COMODORO RIVADAVIA,77436.98,,,77436.98
Web,SYROTCHUK PEDRO DANIEL,WWW.SINTESISMENDOZA.COM.AR,Mendoza,GERENAL ALVEAR,77400.00,,,77400.00
Web,DEMATEY ANDREA FABIANA,WWW.ACTUALIDADDEMERCEDES.COM,Buenos Aires,MERCEDES,77350.00,,41990.00,35360.00
Web,ASOCIACION CIVIL PARADOS,www.sangrre.com.ar,Capital Federal,CAPITAL FEDERAL,77333.33,,,77333.33
Radio FM,ARIAS RUBEN ALBERTO,FM 95.7 La  Red Pampeana,La Pampa,GENERAL PICO,77260.00,,15120.00,62140.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,RADIO TIC TAC,Tucuman,SAN MIGUEL DE TUCUMAN,77200.00,,27360.00,49840.00
Web,MAGLIONE MAURICIO JAVIER,WWW.INFOMDP.COM,Buenos Aires,MAR DEL PLATA,77000.01,,,77000.01
Radio FM,PROYECTOS TREBEL S.R.L.,FM 95.1,Chubut,COMODORO RIVADAVIA,76937.85,,,76937.85
Radio FM,ARIAS GUSTAVO JOSE CELESTINO,FM 89.7 RADIO SHOW,La Pampa,GENERAL PICO,76780.00,,15120.00,61660.00
Web,GIALLUCA JORGE ALBERTO,WWW.ALSEGUNDO.COM.AR,Capital Federal,CAPITAL FEDERAL,76613.33,,,76613.33
Radio FM,MERI JUAN BAUTISTA,FM 105.3,Buenos Aires,LUJAN,76500.00,,25650.00,50850.00
Radio FM,SPAMPINATO CARLOS MARIA,FM 97.3 RADIO LA 97,Buenos Aires,MAR DEL PLATA,76440.00,,,76440.00
Radio FM,BOSCO GUSTAVO ALEJANDRO,FM 99.9 DE LA COSTA,Buenos Aires,CARMEN DE PATAGONES,76375.00,,,76375.00
Web,DEBOLI JORGE ANIBAL,WWW.SEMANARIOEXTRA.COM.AR,Buenos Aires,BUENOS AIRES,76125.00,,,76125.00
Web,GARESE GABRIELA ALEJANDRA,WWW.F5DIARIO.COM.AR,Buenos Aires,Varias,76000.00,,30400.00,45600.00
Radio FM,ORLANDO GUSTAVO GABRIEL,FM WEN 93.7,Buenos Aires,DON BOSCO,75900.00,,,75900.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 106.1 RADIO RED OPEN,Cordoba,VILLA CARLOS PAZ,75760.00,,27360.00,48400.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 89.9 LRT 710 RADIO NOTA,Cordoba,ARIAS,75760.00,,27360.00,48400.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,RADIO AGALENA,Cordoba,CORDOBA,75760.00,,27360.00,48400.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,RADIO SUDAMERICANA,Cordoba,PUNILLA,75760.00,,27360.00,48400.00
Web,BIAZZINI NATALIA ANDREA,WWW.DIARIOPH.COM.AR,Buenos Aires,BUENOS AIRES,75757.55,,30303.02,45454.53
Radio FM,BARREIRA CARLOS MARIA,FM 98.3 LA RED DE SALTA,Salta,SALTA,75744.00,,25344.00,50400.00
Radio FM,MANOS.ASOC.LATIN.DES.SOC Y ART,FM 92.7 LA 750 SALTA,Salta,SALTA,75729.00,,25839.00,49890.00
Web,NAVARRO LUCAS PATRICIO,WWW.RADIOFANTASIA.COM.AR,Mendoza,MAIPU,75713.33,,,75713.33
Web,ASOCIACION CIVIL NUEVO SOL,WWW.RADIOLAVOZ.COM.AR,Formosa,FORMOSA,75666.67,,,75666.67
Radio AM,RADIO CHASCOMUS SA,AM 1520 RADIO CHASCOMUS,Buenos Aires,CHASCOMUS,75600.00,,,75600.00
Radio FM,ASOCIACION CIVIL NUEVO SOL,FM 99.1 RADIO LA VOZ,Formosa,FORMOSA,75528.00,,25704.00,49824.00
Web,TORRES JOSE FERNANDO,WWW.RADIOLATINAPOSADAS.COM.AR,Misiones,POSADAS,75500.00,,,75500.00
Web,RODRIGUEZ GONZALEZ RODOLFO MAT,WWW.NOTICIASPERICO.COM.AR,Jujuy,PERICO,75333.33,,36133.33,39200.00
Radio FM,CORNILLET LEONARDO JAVIER,FM APUNTES 98.9,Buenos Aires,TRES DE FEBRERO,75192.00,,24492.00,50700.00
Grafica,CHAZARRETA ANTONIO ANGEL,PERIODICO TIEMPO PROVINCIAL,Buenos Aires,BUENOS AIRES,75000.00,,25000.00,50000.00
Grafica,ZAMARRIPA MATIAS,SEMANARIO EL LUGARENIO,Buenos Aires,EXALTACION DE LA CRUZ,75000.00,,25000.00,50000.00
Web,BOTTASO VALERIA CONSTANZA,WWW.HECHOENQUILMES.COM,Buenos Aires,QUILMES,75000.00,,30000.00,45000.00
Web,CORDERO ITHURBIDE FLORENCIA,WWW.LIBREEXPRESION.NET,Buenos Aires,MAR DEL PLATA,75000.00,,30000.00,45000.00
Web,GUROVICI EDUARDO CARLOS,WWW.RADIOLT41.COM.AR,Entre Rios,GUALEGUAYCHU,75000.00,,15000.00,60000.00
Web,UCHA GONZALO MIGUEL,WWW.BUENOSAIRES2PUNTO0.COM.AR,Buenos Aires,BUENOS AIRES,75000.00,,30000.00,45000.00
Web,ZANETTA JORGE LUIS,WWW.INFONOROESTE.COM.AR,Buenos Aires,BUENOS AIRES,75000.00,,30000.00,45000.00
Web,JUAREZ DANIEL MARCELO,WWW.MENPHISFM.COM.AR,Buenos Aires,CACHARI,74933.33,,,74933.33
Radio FM,COMERCIAL MEDIOS S.A.,FM 104.7 RIVADAVIA,Rio Negro,BARILOCHE,74778.00,,,74778.00
Radio FM,TORRES JOSE FIDEL,FM 101.1 LATINA,Misiones,POSADAS,74736.00,,25596.00,49140.00
Radio FM,BENITEZ PEDRO OSCAR,FM 100.9 DEL NORTE,Misiones,POSADAS,74700.00,,25560.00,49140.00
Radio FM,ROMERO HUGO FRANCISCO,FM 102.9 LRR841 LIBERTAD,Formosa,GENERAL MANUEL BELGRANO,74685.00,,25650.00,49035.00
Radio FM,MEDIAMAX S.A.,FM 98.1 RADIO HORIZONTE,La Rioja,LA RIOJA,74609.88,,,74609.88
Radio FM,GOMEL ALEJANDRO,FM 91.3 SIMPHONY,Buenos Aires,SAN ISIDRO,74600.00,,25800.00,48800.00
Web,FLORES LORELEY,WWW.BICHOSRAROS.COM.AR,Santa Fe,ROLDAN,74533.33,,,74533.33
Web,GRUBEN FEDERICO,WWW.CLARAMENTEWEB.COM.AR,Capital Federal,CAPITAL FEDERAL,74533.33,,,74533.33
Web,LIFSCHITZ MARIANA INES,WWW.VINCULOSVECINALES.COM.AR,Capital Federal,CAPITAL FEDERAL,74533.33,,,74533.33
Web,PAIS VICTOR SIMON,WWW.TRASCARTON.COM.AR,Capital Federal,CAPITAL FEDERAL,74533.33,,,74533.33
Radio FM,MANTESA AUGUSTO MANUEL,FM 107.9 RADIO GRAVITY,Buenos Aires,AZUL,74487.60,,,74487.60
Radio FM,VALIENTE MARIO ROQUE,FM 93.1 FUTURO,Buenos Aires,CAMPANA,74470.00,,25080.00,49390.00
Radio AM,SUAREZ DANIEL OSVALDO,AM 1160 RADIO INDEPENDENCIA,Buenos Aires,LANUS,74296.00,,25992.00,48304.00
Radio FM,NAVARRO LUCAS PATRICIO,FM 88.9 FANTASIA,Mendoza,MAIPU,74250.00,,25344.00,48906.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS LINCOLN,Buenos Aires,LINCOLN,74216.26,,,74216.26
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 104.1 CONTACTO RADIO,La Pampa,REALICO,74160.00,,27360.00,46800.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 106.5 LA ZONA,Chaco,BARRANQUERAS,74160.00,,27360.00,46800.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 91.1 LA NUEVA ONDA LATINA,Buenos Aires,GENERAL PACHECO,74160.00,,27360.00,46800.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 93.7 FM CON VOZ,Chubut,PUERTO MADRYN,74160.00,,27360.00,46800.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 98.1 DIFUSION,Buenos Aires,BERISSO,74160.00,,27360.00,46800.00
Radio FM,LOZINA TORREZ LAURA EVA,FM 99.3 LA VOZ CAPITAL,Misiones,POSADAS,74160.00,,27360.00,46800.00
Radio FM,ASOCIACION CIVIL CAMINO LIBRE,FM 90.7 RADIO FRIBUAY,Buenos Aires,MORON,74118.66,,,74118.66
Radio FM,JUAREZ DANIEL MARCELO,FM MEMPHIS,Buenos Aires,CACHARI,74116.00,,25536.00,48580.00
Web,COOPERATIVA DE TRABAJO VIARAVA,CDMNOTICIAS.COM.AR,Cordoba,CAPILLA DEL MONTE,74000.00,,,74000.00
Web,UGO ELEONORA EVA,WWW.SPNNOTICIAS.COM,Buenos Aires,FLORIDA,74000.00,,,74000.00
Radio FM,NI令 ALBERTO,FM 104.7 RADIO GENESIS,San Luis,SAN LUIS,73680.00,,27690.00,45990.00
Web,GARMENDIA ALCIDES EZEQUIEL CEF,WWW.GENESISLUJAN.COM.AR,Buenos Aires,LUJAN,73333.32,,30666.66,42666.66
Web,MAURI MAURICIO,WWW.LUJANHOY.COM.AR,Buenos Aires,LUJAN,73333.32,,30666.66,42666.66
Web,ARIAS GUSTAVO JOSE CELESTINO,WWW.LAREDPAMPEANA.COM.AR,La Pampa,LA PAMPA,73333.32,,15333.33,57999.99
Radio FM,AGUILAR TATIANA ALEJANDRA,FM 97.3 ANDINA,Neuquen,VILLA LA ANGOSTURA,73080.00,,23940.00,49140.00
Web,ADN PRODUCCIONES SA,WWW.CHEQUEOGENERAL.COM,Capital Federal,CAPITAL FEDERAL,72600.00,,72600.00,
Web,CANAL 5 TIGRE S.A.,WWW.CINCOTV.COM.AR,Buenos Aires,GENERAL PACHECO,72600.00,,,72600.00
Web,CONSULTORES Y ASESORES DEL MAR,INFOPUERTO.COM.AR,Buenos Aires,MAR DEL PLATA,72600.00,,,72600.00
Web,EIRIZ GABRIEL HERNAN,WWW.PORTALDENOTICIAS.COM.AR,Capital Federal,CAPITAL FEDERAL,72600.00,,36300.00,36300.00
Web,LEAL JORGE ANTONIO,WWW.ELYUNQUE.COM.AR,Buenos Aires,BERAZATEGUI,72450.00,,,72450.00
Radio FM,QUIROGA HECTOR EDUARDO,FM 92.5 LA UNION,Mendoza,MAIPU,72360.00,,25560.00,46800.00
Web,MULTIMEDIOS YA SAS,WWW.VILLAMARIAYA.COM,Cordoba,VILLAMARIA,72323.14,,,72323.14
Radio FM,OBISPADO ZARATE CAMPANA,FM 91.3 SANTA MARIA,Buenos Aires,CAMPANA,72000.00,,,72000.00
Radio FM,ASOC. DE RADIODIF. BONAERENSES,FM 96.5 LATINA,Neuquen,JUNIN DE LOS ANDES,71760.00,,24960.00,46800.00
Web,DI SPALATRO MIGUEL ANGEL,WWW.FMDELPUEBLOAZUL.COM.AR,Buenos Aires,AZUL,71666.67,,,71666.67
Web,MELANO ANDRES EZEQUIEL,WWW.ELENLACEINFORMATIVO.COM,Cordoba,VILLA ALLENDE,71666.67,,,71666.67
Web,TISEIRA DIEGO FEDERICO,DIARIONEP.COM.AR,Buenos Aires,TRENQUE LAUQUEN,71666.67,,,71666.67
Web,ESCUDERO JOSE LUIS,WWW.INFO-RADIACTIVA.WEBNODE.COM,Mendoza,EL PLUMERILLO,71499.99,,,71499.99
Web,COOP.EQUIPO COM.POP AL MARGEN,WWW.ALMARGEN.ORG.AR,Rio Negro,BARILOCHE,71373.87,,,71373.87
Radio FM,LUJAN OMAR NICOLAS,FM 93.5 RADIO LIDER,Cordoba,CALERA,71100.00,,25560.00,45540.00
Web,VELARDEZ ERNESTO RODOLFO,WWW.NOTISUR.COM.AR,Buenos Aires,BURZACO,71066.67,,,71066.67
TV Cable,SENTIDOS S.A.,CANAL SOMOS TRES ARROYOS,Buenos Aires,TRES ARROYOS,70893.90,,,70893.90
TV Cable,SENTIDOS S.A.,CANAL SOMOS AMBA,Buenos Aires,Varias,70893.90,,,70893.90
TV Cable,SENTIDOS S.A.,CANAL SOMOS LA PLATA,Buenos Aires,LA PLATA,70893.90,,,70893.90
TV Cable,SENTIDOS S.A.,CANAL SOMOS MAR DEL PLATA,Buenos Aires,MAR DEL PLATA,70893.90,,,70893.90
TV Cable,SENTIDOS S.A.,SOMOS BAHIA BLANCA,Buenos Aires,BAHIA BLANCA,70893.90,,,70893.90
Radio FM,COOPERATIVA DE TRABAJO PENKEN,FM 107.5 RADIO DE LA CUENCA,Santa Cruz,CALETA OLIVIA,70812.00,,23112.00,47700.00
Web,RIZZARDI LUIS DARIO,WWW.RIVADAVIAONLINE.COM.AR,Buenos Aires,AZUL,70800.00,,30000.00,40800.00
Web,SELVA JORGE DANIEL,WWW.CAMBIO21WEB.COM,Buenos Aires,AVELLANEDA,70800.00,,,70800.00
TV Cable,CINAMO COMUNICACIONES S.A.,CANAL LOCAL,Buenos Aires,OLAVARRIA,70694.25,,,70694.25
Web,GUZMAN MIRTA SILVINA,MENSAJERODELSIGLOXXI.WORDPRESS.COM,Capital Federal,CAPITAL FEDERAL,70666.67,,,70666.67
Web,TVERDOUSKY GERARDO FABIAN,WWW.MDPYA.COM.AR,Buenos Aires,MAR DEL PLATA,70580.00,,,70580.00
Radio AM,RADIO Y TELEVISION ARGENT. SE,AM 620 LRA 18,Santa Cruz,RIO TURBIO,70567.20,,,70567.20
Radio AM,RADIO Y TELEVISION ARGENT. SE,AM 680 LRA 56,Santa Cruz,PERITO MORENO,70567.20,,,70567.20
Radio FM,CALDERON MARIA MAGDALENA,FM 105.7 RADIO POPULAR MENDOZA,Mendoza,RIVADAVIA,70535.00,,23985.00,46550.00
Web,COLLEONI OLIMPIA,WWW.RADIOALFA971.COM,Buenos Aires,ZARATE,70500.00,,,70500.00
Radio AM,OBISPADO DE AZUL,AM 1180 RADIO DE LA SIERRA,Buenos Aires,TANDIL,70192.98,,,70192.98
Web,FARIAS ANIBAL GASTON,WWW.ELINFORMECERES.COM.AR,Santa Fe,CERES,70000.01,,,70000.01
Web,GIORGENELLO ILEANA KARINA,WWW.ABCMUNDIAL.COM,Capital Federal,CAPITAL FEDERAL,70000.00,,,70000.00
Web,PEREZ PLATAS IGNACIO,WWW.QUIEROAMIPAIS.ORG,Capital Federal,CAPITAL FEDERAL,70000.00,,,70000.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS AYACUCHO,Buenos Aires,AYACUCHO,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS BALCARCE,Buenos Aires,BALCARCE,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS CARLOS CASARES,Buenos Aires,CARLOS CASARES,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS CORONEL SUAREZ,Buenos Aires,CORONEL SUAREZ,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS PERGAMINO,Buenos Aires,PERGAMINO,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS ROJAS,Buenos Aires,ROJAS,69981.26,,,69981.26
TV Cable,SENTIDOS S.A.,CANAL SOMOS SAN PEDRO,Buenos Aires,SAN PEDRO,69981.26,,,69981.26
Radio FM,LUNA CLAUDIO GERMAN,FM 89.5 RADIO PLAY,Entre Rios,HASENKAMP,69972.00,,23331.00,46641.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS GUALEGUAY,Entre Rios,GUALEGUAY,69915.62,,,69915.62
Radio FM,FARIAS ADRIAN HORACIO,FM 100.5 RADIO FM 10,Santiago del Estero,A丕TUYA,69800.00,,16800.00,53000.00
Radio FM,CALDERON MOLINA JORGE ORLANDO,FM 103.1 PASION,San Luis,CANDELARIA,69590.00,,23940.00,45650.00
Radio FM,ASOC.CIVIL CENTRO DE CAPAC.PRO,FM 107.3 ACTIVA,Formosa,FORMOSA,69552.00,,24624.00,44928.00
Radio FM,GARRIDO MIRCO CRUZ,FM 101.5 RADIO LA MIRA,Formosa,FORMOSA,69552.00,,24624.00,44928.00
Radio FM,LA RADIO 88 SRL,FM 92.3 LA RADIO,Buenos Aires,SAN PEDRO,69498.00,69498.00,,
TV Cable,SENTIDOS S.A.,CANAL SOMOS CUTRAL CO,Neuquen,CUTAL CO,69247.33,,,69247.33
TV Cable,SENTIDOS S.A.,CANAL SOMOS ORAN,Salta,ORAN,69247.33,,,69247.33
Radio FM,MOLLI ROBERTO ALEJANDRO,FM 105.5 RADIO INOLVIDABLE,Buenos Aires,MAR DEL PLATA,69200.00,,24000.00,45200.00
Web,DIUMENJO CESAR AUGUSTO,WWW.FMINFINITA.COM.AR,Buenos Aires,GENERAL VILLEGAS,69200.00,,,69200.00
Radio FM,COCUZZA MIGUEL ANGEL,FM 87.5 AGROMENDOZA,Mendoza,VILLA NUEVA,69135.00,,23430.00,45705.00
Radio FM,YATZKY MARIA DE LOS ANGELES,FM 98.5 RADIO DISCO,Buenos Aires,SIERRA DE LA VENTANA,69056.00,,,69056.00
Web,ASOC. DE RADIODIF. BONAERENSES,WWW.RADIOETERMDP.COM,Buenos Aires,MAR DEL PLATA,69000.00,,,69000.00
Web,GARCIA ADRIANA ALICIA,WWW.IMAGENESREGIONALES.ONLINE,Buenos Aires,LOMAS DE ZAMORA,69000.00,,,69000.00
Web,SANABRIA GUSTAVO FERNANDO,WWW.LAESTACIONONLINE.COM.AR,Buenos Aires,CLAYPOLE,69000.00,,,69000.00
Web,VALIENTE MARIO ROQUE,WWW.FMFUTURO.COM.AR,Buenos Aires,CAMPANA,69000.00,,,69000.00
Radio FM,AGUILAR TATIANA ALEJANDRA,FM 95.5 PARAISO 42,Chubut,EL HOYO,68985.00,,23940.00,45045.00
Radio FM,AGUILAR TATIANA ALEJANDRA,FM 96.3 PARAISO 42,Rio Negro,EL FOYEL,68985.00,,23940.00,45045.00
Radio FM,AGUILAR TATIANA ALEJANDRA,FM 98.1 LA BARCAZA,Rio Negro,CERVANTES,68985.00,,23940.00,45045.00
Radio FM,CALDERON MOLINA JORGE ORLANDO,FM 89.5 FENIX,San Luis,SAN LUIS,68950.00,,23940.00,45010.00
Web,CIUCCI LUIS ALBERTO,WWW.NOTIREGIONAL.COM.AR,Santa Fe,ROSARIO,68866.66,,39533.33,29333.33
Web,LUNA NORBERTO OSVALDO,WWW.INFONOTICIASXDIA.COM.AR,La Pampa,COLONIA BARON,68800.00,,,68800.00
Radio FM,HABRA ERNESTO RAUL,FM 93.7 NOSTALGIAS,Santiago del Estero,QUIMILI,68790.00,,23130.00,45660.00
Radio FM,JUAREZ DANIEL MARCELO,FM 104.1 DEL PUEBLO,Buenos Aires,AZUL,68712.00,,23940.00,44772.00
Radio FM,VALIENTE MARIO ROQUE,FM 96.3 OMEGA,Buenos Aires,ZARATE,68640.00,,23595.00,45045.00
Web,CONSULTORA VALLIS SAS,WWW.ELPATRIOTA.COM.AR,Misiones,POSADAS,68600.00,,,68600.00
Radio FM,LEAL JORGE ANTONIO,FM 88.9 ATALAYA,Buenos Aires,MAGDALENA,68547.00,,23562.00,44985.00
Radio AM,MONTIVEL S.A.,LT 35 RADIO MON AM 1540,Buenos Aires,PERGAMINO,68498.10,,,68498.10
Radio FM,MONTIVEL S.A.,FM 90.3 MAGICA,Buenos Aires,PERGAMINO,68498.10,,,68498.10
Radio FM,MUNOZ MARIA TRINIDAD,FM 89.1 DEL INMIGRANTE,Chaco,LAS BRENAS,68320.00,,23940.00,44380.00
Web,RIELES LATINOAMERICANOS SRL,WWW.RIELES.COM,Buenos Aires,NECOCHEA,68250.00,,21000.00,47250.00
TV Cable,SENTIDOS S.A.,CANAL SOMOS RAFAELA,Santa Fe,RAFAELA,68183.50,,,68183.50
Radio FM,NIEVA HECTOR DANIEL,FM 93.5 CLASICOS,Catamarca,SAN FERNANDO DEL VALLE DE CATAMARCA,68130.00,,23085.00,45045.00
Web,DOELLO BERDAXAGAR FEDERICO A,WWW.ENLACECRITICO.COM,Capital Federal,CAPITAL FEDERAL,68100.00,,,68100.00
Radio FM,HABRA ERNESTO RAUL,FM 105.9 MHZ CHAMICAL,La Rioja,CHAMICAL,68070.00,,23040.00,45030.00
Radio FM,RADIO FM CONTACTO S.R.L.,RADIO CANAL,Cordoba,SAN FRANCISCO,67680.00,,19080.00,48600.00
Web,GOMEZ LEONARDO MIRCO,WWW.911WEB.COM.AR,Buenos Aires,Varias,67500.00,,28500.00,39000.00
Web,GOMEZ LEONARDO MIRCO,WWW.INFODIADIA.COM.AR,Capital Federal,CAPITAL FEDERAL,67500.00,,28500.00,39000.00
Radio FM,DIUMENJO CESAR AUGUSTO,FM 88.9 INFINITA,Buenos Aires,GRAL VILLEGAS,67425.00,,23550.00,43875.00
TV Cable,EDITORIAL FUNDAMENTO S.A.,DIARIO PUNTAL,Cordoba,RIO IV,66300.00,,,66300.00
Web,COOPERATIVA DE TRABAJO PENKEN,WWW.FMDELACUENCA.COM,Santa Cruz,CALETA OLIVIA,66000.00,,,66000.00
Web,DELLA PERREIRA RICARDO MARCELO,WWW.VIDAENVIVO.COM,Mendoza,MAIPU,65933.33,,,65933.33
Web,EL MIERCOLES COM Y CULTURA COO,WWW.ELMIERCOLESDIGITAL.COM.AR,Entre Rios,CONCEPCION DEL URUGUAY,65933.33,,,65933.33
Radio FM,GET UP PRODUCTIONS S.A.,FM 93.9 SINCOPE,Buenos Aires,CARMEN DE ARECO,65775.60,,,65775.60
Grafica,DIARIO LA UNION S.A.,LA UNION,Buenos Aires,LOMAS DE ZAMORA,65732.46,65732.46,,
Web,SANCHEZ CAMILA,WWW.HAMARTIA.COM.AR,Capital Federal,Varias,65333.33,,,65333.33
Radio FM,GET UP PRODUCTIONS S.A.,FM 102.1 MUNDO,Buenos Aires,SAN ANDRES DE GILES,65279.50,,,65279.50
Radio FM,GET UP PRODUCTIONS S.A.,FM 94.7 RADIO VALL,Buenos Aires,SAN ANDRES DE GILES,65279.50,,,65279.50
Radio FM,DI PAOLO FEDERICO MARIO,FM 106.1 ATOMIKA,Buenos Aires,SAN MARTIN,65195.00,,,65195.00
Radio FM,ACOSTA FELIX,FM 100.7 RADIO MONTERRICO,Jujuy,SAN SALVADOR DE JUJUY,64999.00,,21660.00,43339.00
